,case_number_id,country,empire,fatal,area,location,activity,injury,type_of_attack
4911,1926.10.23.b,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Clarence River,Bathing,"3"" laceration to leg",Unprovoked
4912,1926.10.23.a,BERMUDA,UNITED KINGDOM,False,,18 miles southwest of Bermuda ,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts",Sea Disaster
4913,1926.09.06.R,PAPUA NEW GUINEA,OTHER,True,,Near Port Moresby,Jumped out of canoe,FATAL,Unprovoked
4914,1926.08.24,USA,UNITED KINGDOM,True,New Jersey,"Seaside, Ocean County",Swimming,FATAL,Unprovoked
4915,1926.07.23,ITALY,OTHER,True,Golfo di Genova in the Ligurian Sea,Varazze,Swimming,"FATAL, body was not recovered",Unprovoked
4916,1926.07.12,USA,UNITED KINGDOM,False,New Jersey,20 miles off Seabright,Fishing,No injury to occupants,Boating
4917,1926.07.08,USA,UNITED KINGDOM,False,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Swimming with dog near canning factory,Leg & hand lacerated and dog bitten,Unprovoked
4918,1926.07.03,SPAIN,SPAIN,False,Sants-Montjic,"Casa Antunez Beach, Barcelona",Bathing,No injury,Invalid
4919,1926.05.18,USA,UNITED KINGDOM,True,Hawaii,"Hale'iwa, O'ahu",Swimming,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",Unprovoked
4921,1926.04.07,USA,UNITED KINGDOM,False,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",Swimming,Right leg bitten thigh to heel,Unprovoked
4922,1926.03.17,AUSTRALIA,UNITED KINGDOM,True,South Australia,"West Beach, Brighton",Swimming ,FATAL,Unprovoked
4923,1926.01.26,SOUTH AFRICA,UNITED KINGDOM,False,Eastern Cape Province,Hamburg,Swimming,Thigh lacerated,Unprovoked
4924,1926.01.00,AUSTRALIA,UNITED KINGDOM,False,Victoria,,,Leg lacerated,Unprovoked
4925,1926.00.00.d,MONACO,FRANCE,True,Bay of Monaco,,,FATAL,Unprovoked
4926,1926.00.00.c,NEW ZEALAND,UNITED KINGDOM,False,Cook Islands,Rarotonga,Shark hoisted on board liner Tahiti,"Struck on head by shark�s tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",Provoked
4927,1926.00.00.b,SINGAPORE,UNITED KINGDOM,True,,Sea View Beach,Dived onto shark from floating stage,"FATAL, femoral artery severed ",Unprovoked
4929,1925.11.22,AUSTRALIA,UNITED KINGDOM,True,Western Australia,Cottesloe Beach,Floating on his back,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Unprovoked
4930,1925.11.00.b,USA,UNITED KINGDOM,False,Puerto Rico,"Condado Beach, San Juan",,Laceration across abdomen,Unprovoked
4931,1925.11.00.a,USA,UNITED KINGDOM,False,Puerto Rico,"Condado Beach, San Juan",,Both calves lacerated,Unprovoked
4932,1925.09.04,SPAIN,SPAIN,False,Valencia ,Valencia,Fishing,Right hand bitten by hooked shark PROVOKED INCIDENT,Provoked
4933,1925.09.03,UNITED KINGDOM,UNITED KINGDOM,False,Isle of Wight,Off Shanklin,Fishing,No injury but shark lifted boat out of the water,Unprovoked
4934,1925.08.02,USA,UNITED KINGDOM,False,South Carolina,"Folly Island, near Charleston",Swimming,"Multiple lacerations on both thighs, right buttock and hip",Unprovoked
4936,1925.05.00,USA,UNITED KINGDOM,False,Puerto Rico,"Condado Beach, San Juan",,"Right arm nearly severed at shoulder, left wrist lacerated",Unprovoked
4937,1925.03.27,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Coogee,Bathing in waist-deep water,"Left thigh bitten, leg surgically amputated ",Unprovoked
4938,1925.03.12,AUSTRALIA,UNITED KINGDOM,True,New South Wales,Newcastle Beach,Swimming,"FATAL, right forearm severed, lacerations from buttocks to heel L",Unprovoked
4939,1925.03.10,PAPUA NEW GUINEA,OTHER,True,Central Province,Hula,Swimming,FATAL,Unprovoked
4940,1925.01.27.R,USA,UNITED KINGDOM,False,Florida,"Miami Beach, Miami-Dade County",Swimming,Lacerations to arm,Unprovoked
4941,1925.01.08,CANADA,UNITED KINGDOM,False,Vancouver,Second Narrows in Burrard Inlet,"Diving, repairing water main at depth of 90'","Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",Unprovoked
4942,1925.00.00,FIJI,UNITED KINGDOM,False,Viti Levu Island,"Suva Harbor, Suva",Diving for coins tossed from passenger ship,"Both arms bitten, surgically amputated",Unprovoked
4943,1924.11.25,MEXICO,SPAIN,True,Tamaulipas,Tampico,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,FATAL,Unprovoked
4944,1924.11.24,PANAMA,SPAIN,False,"2 to 3 miles off Taboguilla Island, Pacific Ocean",Pacific Anchorage off the Panama Canal,"Inebriated, woke from sleep and fell off deck into the water ",Knee bitten,Unprovoked
4945,1924.11.21,USA,UNITED KINGDOM,True,Puerto Rico,Santurce,Bathing,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Unprovoked
4946,1924.10.31.R,FRENCH POLYNESIA,FRANCE,False,Tuamotus,Rangiroa,Pearl diving,Abrasions PROVOKED ATTACK,Provoked
4947,1924.10.18,AUSTRALIA,UNITED KINGDOM,False,Victoria,Port Melbourne,Bathing,Leg bitten,Unprovoked
4948,1924.07.31,USA,UNITED KINGDOM,False,South Carolina,"Folly Island, near Charleston",Standing,Left knee & leg bitten. (Tooth fragment recovered from kneecap),Unprovoked
4949,1924.07.14,UNITED KINGDOM,UNITED KINGDOM,False,Dorset,Weymouth,Fishing for mackerel,Arms broken by hooked shark PROVOKED INCIDENT,Provoked
4950,1924.07.04,USA,UNITED KINGDOM,False,California,"Newport Beach, Orange County",Fishing,"No injury, shark tore hole in the side of the boat",Boating
4951,1924.06.18,USA,UNITED KINGDOM,False,Florida,"Bayboro, Pinellas County",Removing shark from a net,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,Provoked
4952,1924.04.25,AUSTRALIA,UNITED KINGDOM,True,New South Wales,Kiama,"Fishing, fell in water & swimming strongly to shore","FATAL, partial remains recovered ",Unprovoked
4953,1924.04.22,PANAMA,SPAIN,False,150 miles offshore,,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller","Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",Unprovoked
4954,1924.04.20,AUSTRALIA,UNITED KINGDOM,False,Western Australia,Fremantle,Swimming ,Abrasions,Invalid
4955,1924.03.28.R,SOLOMON ISLANDS,UNITED KINGDOM,False,Central Province,Savo Island,Swimming,"Left arm severed, leg bitten",Unprovoked
4956,1924.03.24,SPAIN,SPAIN,False,Galica,Sisargas Islands,Fishing,"No injury to occupants, shark bit boat",Boating
4957,1924.02.13,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Bronte,Bathing in 5' of water,"Legs severely bitten, surgically amputated",Unprovoked
4959,1924.01.29,SOUTH AFRICA,UNITED KINGDOM,True,KwaZulu-Natal,"South Beach, Durban",Swimming,FATAL,Unprovoked
4960,1924.01.25,SOUTH AFRICA,UNITED KINGDOM,False,Eastern Cape Province,"St. George�s Strand, Port Elizabeth",Swimming,Foot lacerated,Unprovoked
4961,1924.01.19,AUSTRALIA,UNITED KINGDOM,True,New South Wales,"Near Asbestos Works, Camellia, Parramatta River",Had just dived into water & was swimming,"FATAL, right thigh severely bitten, left arm lacerated ",Unprovoked
4962,1923.12.12,AUSTRALIA,UNITED KINGDOM,False,New South Wales,"Murwillumbah, Tweed River",Swimming,Lacerations to leg,Unprovoked
4963,1923.12.02,AUSTRALIA,UNITED KINGDOM,True,New South Wales,"Urunga, Belliger Heads","Fishing, standing in waist-deep water","FATAL, disappeared, thought to have been taken by a shark ",Unprovoked
4964,1923.11.23,AUSTRALIA,UNITED KINGDOM,True,Western Australia,"Condon, 88 km NE of Port Hedland",Dry shelling,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",Unprovoked
4965,1923.11.02,AUSTRALIA,UNITED KINGDOM,True,New South Wales,Bellinger Head,Fishing,FATAL,Invalid
4966,1923.10.20,AUSTRALIA,UNITED KINGDOM,True,New South Wales,"Botany Bay, Sydney",Sailing,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",Invalid
4967,1923.10.17,AUSTRALIA,UNITED KINGDOM,False,New South Wales," Black Head, south of Taree",Fishing,"No injury to occupants, shark bit boat",Boating
4968,1923.10.16,AUSTRALIA,UNITED KINGDOM,False,Torres Strait,Near Thursday Island,Pearl diving,"Arm severed, but survived",Unprovoked
4969,1923.08.08,GUYANA,UNITED KINGDOM,False,Demerara County,Off the Demerara River ,Fishing,Puncture wounds to left leg,Unprovoked
4970,1923.07.02.R,AUSTRALIA,UNITED KINGDOM,False,Queensland,Great Barrier Reef,Diving for pearl,non-fatal,Unprovoked
4971,1923.06.16,AUSTRALIA,UNITED KINGDOM,True,New South Wales,Bellambi Reef,"After rowing skiff was holed by shark, he was attempting to swim ashore","FATAL, taken by shark. Two other men drowned,  only 1 man survived",Boating
4972,1923.06.06,MEXICO,SPAIN,False,Vera Cruz,Outside Vera Cruz Harbor,Dismantling cable buoys of the cable ship All America,"No injury to occupants, shark rammed boat",Boating
4973,1923.05.23.R,AUSTRALIA,UNITED KINGDOM,False,Western Australia,"Southgates, near Geraldton",Wading,Minor puncture wounds to foot,Unprovoked
4974,1923.05.22,AUSTRALIA,UNITED KINGDOM,True,Queensland,Great Barrier Reef,Diving?,FATAL,Unprovoked
4975,1923.03.18,AUSTRALIA,UNITED KINGDOM,False,Queensland,"Ross River, Townsville",Diving,Lacerations to right thigh and knee,Unprovoked
4976,1923.02.00,USA,UNITED KINGDOM,False,Puerto Rico,San Juan,Swimming ,"Right calf, right side of abdomen & left wrist & hand bitten",Unprovoked
4978,1923.01.27.a,AUSTRALIA,UNITED KINGDOM,True,Western Australia,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth",Swimming,"FATAL, back of thigh bitten ",Unprovoked
4979,1923.01.13,CUBA,SPAIN,True,Caribbean Sea,20 miles from Havana,seaplane Columbus ditched in the sea,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived",Invalid
4980,1923.00.00.c,USA,UNITED KINGDOM,False,New Jersey,"Sea Bright, Monmouth County",Fishing,No injury to occupant Shark struck boat,Boating
4981,1923.00.00.b,PHILIPPINES,SPAIN,True, Manila Bay,Fort Drum,,"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  ",Unprovoked
4982,1923.00.00.a,USA,UNITED KINGDOM,False,New Jersey,Ocean City (offshore),Hoisting shark aboard fishing boat,Shark's tail broke his leg. PROVOKED INCIDENT,Provoked
4983,1923.00.00.a,USA,UNITED KINGDOM,False,New Jersey,Ocean City (offshore),Hoisting shark aboard fishing boat,Shark's tail broke his leg. PROVOKED INCIDENT,Provoked
4984,1922.12.14,USA,UNITED KINGDOM,True,Puerto Rico,San Juan,Bathing,"FATAL, hip & thigh bitten with  tissue removed, including bone ",Unprovoked
4985,1922.12.05,AUSTRALIA,UNITED KINGDOM,True,Queensland,Pialba Beach near Maryborough,Bathing in 3' to 4' of water,"FATAL, severe injuries to torso  ",Unprovoked
4986,1922.09.29,BARBADOS,UNITED KINGDOM,True,Lucy,Pie Corner,Fishing,FATAL,Unprovoked
4988,1922.09.28,USA,UNITED KINGDOM,False,Hawaii,"Keawanui, Kamalo, Moloka'i","Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",Survived,Unprovoked
4989,1922.09.26.R,UNITED KINGDOM,UNITED KINGDOM,True,East Yorkshire,Hornsea,Swimming ,FATAL,Unprovoked
4990,1922.09.21.R,USA,UNITED KINGDOM,False,Massachusetts,Nahant,Fishing,"No injury to occupants, shark splintered stern",Boating
4991,1922.07.19,USA,UNITED KINGDOM,False,Florida,"Pablo Beach, Jacksonville, Duval County",,Leg bitten,Unprovoked
4992,1922.06.17,USA,UNITED KINGDOM,True,Florida,"Municipal Pier, St. Petersburg, Tampa bay",Floating,"FATAL, thigh bitten",Unprovoked
4993,1922.05.24,JAMAICA,UNITED KINGDOM,True,Westmoreland Parish,Savanna-la-Mar,Swimming,"FATAL, arm severed, thigh severely bitten  ",Unprovoked
4994,1922.05.06,SOUTH AFRICA,UNITED KINGDOM,False,Western Cape Province,"Simon�s Town, False Bay",Swimming,Abdomen & thigh bitten,Unprovoked
4995,1922.04.26,AUSTRALIA,UNITED KINGDOM,True,New South Wales,Hawkesbury River,Swimming,FATAL,Unprovoked
4996,1922.03.20,JAMAICA,UNITED KINGDOM,False,Kingston Parish,Kingston Harbor,Fishing,Survived,Unprovoked
4997,1922.03.13,JAMAICA,UNITED KINGDOM,True,Kingston Parish,Kingston Harbor,Standing,"FATAL, right leg severed at thigh ",Unprovoked
4998,1922.03.02,AUSTRALIA,UNITED KINGDOM,True,New South Wales,Coogee,Bathing in knee-deep water,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Unprovoked
4999,1922.02.22.R,AUSTRALIA,UNITED KINGDOM,True,New South Wales,"Bilgola Beach, Sydney",Swimming,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",Invalid
5000,1922.02.04,AUSTRALIA,UNITED KINGDOM,True,New South Wales,Coogee ,Swimming,"FATAL, both arms & shoulder bitten",Unprovoked
5001,1922.01.28.R,IRAQ,UNITED KINGDOM,True,,Shatt-al Arab River,Bathing,FATAL,Unprovoked
5002,1922.01.15,AUSTRALIA,UNITED KINGDOM,True,Queensland,"Ross River, Townsville",Swimming ,FATAL,Unprovoked
5003,1922.01.13,AUSTRALIA,UNITED KINGDOM,False,New South Wales,"Stockton Beach, Newcastle",Standing,Small laceration on left thigh & swim costume torn,Unprovoked
5004,1922.01.04,AUSTRALIA,UNITED KINGDOM,True,New South Wales,"Stockton Beach, Newcastle",Surfing,"FATAL, disappeared, then his shark-bitten remains washed ashore ",Unprovoked
5005,1921.12.11,AUSTRALIA,UNITED KINGDOM,False,Queensland,Fitzroy River at  Rockhampton,Swimming,Survived,Unprovoked
5006,1921.11.27.b,AUSTRALIA,UNITED KINGDOM,True,Queensland,"Gay�s Corner, Bulimba Reach of Brisbane River",Fell from his father's back into the water,"FATAL, disappeared, body not recovered",Unprovoked
5007,1921.11.27.a,AUSTRALIA,UNITED KINGDOM,False,Queensland,"Gay�s Corner, Bulimba Reach of Brisbane River","Wading to dinghy, carrying his son","Right hip, buttock, elbow, arm & wrist bitten",Unprovoked
5008,1921.11.15.R,FIJI,UNITED KINGDOM,True,Viti Levu Island,Rewa River,Swimming,FATAL,Unprovoked
5009,1921.10.12,AUSTRALIA,UNITED KINGDOM,False,Queensland,Off Hinchinbrook Island,Diving for beche-de-mer ,Lacerations to right arm & chest,Unprovoked
5010,1921.10.04,AUSTRALIA,UNITED KINGDOM,True,Queensland,Barrier Reef,Diving for beche-de-mer,"Left thigh bitten, FATAL",Unprovoked
5011,1921.09.00,UNITED KINGDOM,UNITED KINGDOM,False,Dorset,Weymouth,Fishing,Leg bitten by shark he was attempting to capture PROVOKED INCIDENT,Provoked
5012,1921.08.29.R,AUSTRALIA,UNITED KINGDOM,False,Torres Strait,,,Lacerations to arm,Unprovoked
5013,1921.08.28,PHILIPPINES,SPAIN,True,Luzon Island,"Fort Frank, Manila Bay",Swimming,"FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  ",Unprovoked
5015,1920.11.29,AUSTRALIA,UNITED KINGDOM,False,Western Australia,Bunbury,Wading,Lacerations to leg & hand,Unprovoked
5016,1921.08.22,HAITI,FRANCE,True,Cape Haitien,Marine Dock,Dived into a school of baitfish,"FATAL, large wound on thigh",Unprovoked
5017,1920.11.22,AUSTRALIA,UNITED KINGDOM,False,Western Australia,Cottesloe Beach,Standing,"Minor injuries to leg, hand & fingers",Unprovoked
5018,1920.11.04,PHILIPPINES,SPAIN,True,Leyte,,The coastwise steamer San Basilio capsized in a typhoon,FATAL,Sea Disaster
5019,1920.07.14,USA,UNITED KINGDOM,True,New York,"Woodcliff Channel, Freeport, Long Island",Swimming ,Thought to have been taken by a shark. Body was not recovered,Invalid
5020,1920.07.05.R,AUSTRALIA,UNITED KINGDOM,False,Torres Strait,200 miles from MacKay,Diving for trochus shell,Severe lacerations to right shoulder & arm,Unprovoked
5021,1920.06.29,USA,UNITED KINGDOM,False,Florida,"Englewood Beach, Charlotte County",Swimming ,Knee & thigh bitten,Unprovoked
5022,1920.06.27,CANADA,UNITED KINGDOM,False,Halifax,"Slaunwhite's Ledge, Hubbard Cove",Harpooned shark,"No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT",Provoked
5023,1920.03.08,AUSTRALIA,UNITED KINGDOM,False,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay","Boat capsized, swimming to shore","Tossed in air by shark, sustained abrasions",Unprovoked
5024,1920.01.24.R.b,AUSTRALIA,UNITED KINGDOM,False,Torres Strait,,Diving,Lacerations to foot,Unprovoked
5025,1920.02.03,SOUTH AFRICA,UNITED KINGDOM,False,Eastern Cape Province,Zwartkops River,Floating face down,Abdomen bitten,Unprovoked
5026,1920.01.24.R.a,AUSTRALIA,UNITED KINGDOM,True,Torres Strait,Arlington Reef,Free diving,FATAL,Unprovoked
5027,1920.01.15,AUSTRALIA,UNITED KINGDOM,True,New South Wales,"Throsby Creek, Newcastle",Swimming ,Leg bitten. FATAL,Unprovoked
5028,1920.00.00.b,JAMAICA,UNITED KINGDOM,True,Westmoreland Parish,Savanna-la-Mar,Jumped overboard,FATAL,Unprovoked
5029,1920.00.00.b,NEW ZEALAND,UNITED KINGDOM,False,North Island,"Stanley Bay, Auckland Harbor",,"""Recovered""",Unprovoked
5030,1920.00.00.a,SOUTH AFRICA,UNITED KINGDOM,False,KwaZulu-Natal,Tugela River,Splashing,Thigh & buttocks bitten. Not known if he survived.,Unprovoked
5031,1919.12.30.R,AUSTRALIA,UNITED KINGDOM,False,Queensland,Brible Island,Swimming,Lacerations to left leg,Unprovoked
5032,1919.12.07,AUSTRALIA,UNITED KINGDOM,True,New South Wales,"Pelican Island, Macleay River",Swimming,"FATAL, left leg & calf bitten, leg surgically amputated ",Unprovoked
5033,1919.11.18,AUSTRALIA,UNITED KINGDOM,False,Northern Territory,Darwin,Sitting in a boat,Lacerations to buttocks,Unprovoked
5034,1919.09.12,COSTA RICA,SPAIN,True,Turtle Bogue,Where Colorado River enters the sea,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,"FATAL, 6 men were taken by sharks as they neared the beach, 1 survived",Unprovoked
5035,1919.08.10,USA,UNITED KINGDOM,False,Florida,"Gadsden Point, Tampa Bay",Swimming,Laceration to left thigh,Unprovoked
5036,1919.05.29,USA,UNITED KINGDOM,False,South Carolina,"James Island Sound, Charleston","""Swimming vigorously""",Left foot bitten & abraded,Unprovoked
5037,1919.04.06,USA,UNITED KINGDOM,True,Florida,"Florida Keys 25�N,82�W",Knocked into the water,FATAL,Unprovoked
5039,1919.01.17,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Newcastle Beach,Swimming,"Multiple injuries, left leg surgically amputated at knee",Unprovoked
5040,1919.01.15,NEW ZEALAND,UNITED KINGDOM,False,South Island,"Tahuna Beach, Nelson",Swimming,Leg bitten,Unprovoked
5041,1919.01.09,AUSTRALIA,UNITED KINGDOM,True,New South Wales,"Sirius Cove, Sydney Harbor",Wading,"FATAL, right thigh bitten ",Unprovoked
5042,1919.01.05,AUSTRALIA,UNITED KINGDOM,True,Queensland,"Ross River, Townsville",Wading (shrimping),"FATAL, thigh bitten, leg amputated ",Unprovoked
5043,1900.00.00.R,ITALY,OTHER,False,,Savona,Fishing,No injury,Boating
5044,1919.00.00,USA,UNITED KINGDOM,False,Florida,"Near Panama City, Bay County",Swimming,Leg severed,Unprovoked
5045,1918.11.00.b,USA,UNITED KINGDOM,True,Hawaii,Papaikou plantation ,Fishing,FATAL,Unprovoked
5047,1918.09.19,AUSTRALIA,UNITED KINGDOM,True,Queensland,Townsville,Bathing,FATAL,Unprovoked
5048,1918.03.22,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Newcastle,Surfing,"Severe laceration to arm, necessitating surgical amputation at the elbow",Unprovoked
5049,1918.00.00,AUSTRALIA,UNITED KINGDOM,False,Queensland,Near Cairns,Diving,Survived,Unprovoked
5050,1917.12.15,AUSTRALIA,UNITED KINGDOM,False,Western Australia,Port Hedland,Swimming,Lacerations to left leg,Unprovoked
5051,1917.11.00,MOZAMBIQUE,PORTUGAL,True,Maputo Province,Off Inhaca Island,Wreck of the tug Magellan,FATAL,Unprovoked
5052,1917.09.21,USA,UNITED KINGDOM,False,New Jersey,"Sea Bright, Monmouth County","Swimming, towing an empty barrel",Left knee lacerated,Unprovoked
